Sale no,Date,Region,Estate,Grade,Price (Rs/kg),Exchange Rate (LKR/USD),Rainfall
19,2025-06-17/18,LOW GROWNS,Mulatiyana Hills,FBOP,2500,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Hedigalla,FBOP,2450,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Adams View,FBOP,2350,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Cecilivan,FBOP1,2300,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Wattahena,FBOP1,2100,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Dullie Ella,FBOP1,1950,295.81,53.92
19,2025-06-17/18,LOW GROWNS,New Laksakanda,FBOPF,2050,295.81,53.92
19,2025-05-14,LOW GROWNS,Hidellana,FBOPF,2000,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Sithaka,FBOPF,2000,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Richiland,FBOPF,2000,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Gunawardena,FBOPF,1950,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Kiruwanaganga,FBOPF1,1750,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Pothotuwa,FBOPF1,1700,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Dellawa,FBOPF1,1650,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Adams View,FBOPF1,1650,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Fairyland,FBOPF1,1650,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Ransegoda,FBOPF1,1650,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Sithaka,FBOPF1,1650,295.81,53.92
19,2025-06-17/18,LOW GROWNS,Pothotuwa,BOP1,3000,295.81,53.92
19,2025-06-17/18,UNORTHODOX HIGH,Dunsinane CTC,PF1,1200,295.81,36.53
19,2025-06-17/18,UNORTHODOX HIGH,Mount Vernon CTC,BPS,850,295.81,36.53
19,2025-06-17/18,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1200,295.81,36.53
19,2025-06-17/18,UNORTHODOX MEDIUM,New Peacock CTC,BP1,1240,295.81,36.53
19,2025-06-17/18,UNORTHODOX MEDIUM,Donside CTC,BPS,750,295.81,36.53
19,2025-06-17/18,UNORTHODOX LOW,Hingalgoda CTC,PF1,1550,295.81,36.53
19,2025-06-17/18,UNORTHODOX LOW,Ceciliyan CTC,BP1,1160,295.81,36.53
19,2025-06-17/18,PREMIUM FLOWERY,Samwin,FBOPFSP,5450,295.81,36.53
19,2025-06-17/18,PREMIUM FLOWERY,Ivy Hills,FBOPFExSp,5150,295.81,36.53
19,2025-06-17/18,PREMIUM FLOWERY,Dediyagala,FBOPFExSp1,4550,295.81,36.53
19,2025-06-17/18,PREMIUM FLOWERY,Kiruwanaganga,FBOPFEXSpl,4500,295.81,36.53
19,2025-06-17/18,DUSTS,Mattakelle.,DUST1,1550,295.81,36.53
19,2025-06-17/18,DUSTS,Cecilivan CTC,PD,1320,295.81,36.53
19,2025-06-17/18,DUSTS,Hingalgoda CTC,PD,1320,295.81,36.53
19,2025-06-17/18,OFF GRADES,Wanarajah,FGS/FGS1,1160,295.81,36.53
19,2025-06-17/18,OFF GRADES,Holyrood,FGS/FGS1,1140,295.81,36.53
19,2025-06-17/18,OFF GRADES,Adisham,FGS/FGS1,1120,295.81,36.53
19,2025-06-17/18,OFF GRADES,Wattegodde,FGS/FGS!,1120,295.81,36.53
19,2025-06-17/18,OFF GRADES,Eildon Hall,FGS/FGS1,1120,295.81,36.53
19,2025-06-17/18,OFF GRADES,Theresia,FGS/FGS1,1120,295.81,36.53
19,2025-06-17/18,OFF GRADES,Kew,FGS/FGS1,1120,295.81,36.53
19,2025-06-17/18,OFF GRADES,Stockholm,FGS/FGS!,1120,295.81,36.53
19,2025-06-17/18,OFF GRADES,Liyonta CTC,PF,1040,295.81,36.53
19,2025-06-17/18,OFF GRADES,Aldora,BM,1060,295.81,36.53
19,2025-06-17/18,OFF GRADES,Rain Forest,BM,1060,295.81,36.53
19,2025-06-17/18,OFF GRADES,Jawa Super,BP,1240,295.81,36.53
19,2025-06-17/18,OFF GRADES,Sunrise,BP,1240,295.81,36.53
19,2025-06-17/18,OFF GRADES,Lucky Hills,BP,1200,295.81,36.53
19,2025-06-17/18,OFF GRADES,Kothmale Hills,BP,1200,295.81,36.53
19,2025-06-17/18,OFF GRADES,Aldora,BOPIA,1360,295.81,36.53
19,2025-06-17/18,OFF GRADES,Chandrika Estate,BOPIA,1340,295.81,36.53
20,2025-05-27/28,WESTERN MEDIUM,Craighead,BOP,1600,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Nayapane,BOP,1600,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Harangalla,BOP,1550,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Doombagastalawa,BOP,1500,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Ancoombra,BOP,1500,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Craighead,BOPSP,1550,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Rozelle,BOPF/BOPFSP,1020,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Harangalla,BOPI,1750,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Menikdiwela Tea,BOPI,1480,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Mossville,BOPI,1480,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Craighead,FBOP/FBOPI,1900,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Harangalla,FBOP/FBOPI,1900,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Kenilworth,FBOP/FBOPI,1900,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Ancoombra,FBOP/FBOPI,1900,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Hatale,FBOP/FBOPI,1900,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Doombagastalawa,FBOP/FBOPI,1800,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Dartry Valley,FBOP/FBOPI,1750,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Craighead,FBOPF/FBOPFI,1600,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Harangalla,FBOPF/FBOPF1,1600,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Ancoombra,FBOPF/FBOPFI,1600,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Imboolpittia,FBOPF/FBOPF1,1500,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Hatale,FBOPF/FBOPFI,1500,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Harangalla,OP/OPA,1200,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Craighead,OP/OPA,1180,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Dartry Valley,OP/OPA,1160,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Kenilworth,OP/OPA,1550,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Uplands,PEK/PEK1,1800,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Inguruwatte Super,PEK/PEKI,1800,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Nayapane,PEK/PEKI,1550,295.44,39.27
20,2025-05-27/28,WESTERN MEDIUM,Pothotuwa,BOP1,2900,295.44,39.27
20,2025-05-27/28,WESTERN HIGH,Great Western,BOP,1360,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Mattakelle,BOP,1360,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Wanarajah,BOP,1240,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Alton,BOP,1220,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Gouravilla,BOPSP,1300,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Fordyce,BOP,1220,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Wanarajah,BOPSP,1380,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Great Western,BOPSP,1320,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Robgill,BOPF/BOPFSp,1240,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Torrington,BOPI,1800,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Diyagama East,FBOP/FBOPI,1300,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Queensberry,FBOPF/FBOPF1,1380,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Glenloch,FBOPF/FBOPF1,1380,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,St Andrews,OP/OPA,1160,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Torrington,OP/OPA,1140,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Bambrakelly,OP/OPA,1140,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Inverness,OP1,1550,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Bambarakelly,OP1,1340,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Queensberry,OP1,1300,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Great Western,PEK/PEK1,1550,295.44,34.34
20,2025-05-27/28,WESTERN HIGH,Bogahawatte,PEK/PEK1,1460,295.44,34.34
20,2025-05-27/28,NUWARA ELIYAS,Lovers Leap,BOP,1200,295.44,40.36
20,2025-05-27/28,NUWARA ELIYAS,Kenmare,BOPSP,960,295.44,40.36
20,2025-05-27/28,NUWARA ELIYAS,Mahagastotte,BOPF/BOPFSp,1240,295.44,40.36
20,2025-05-27/28,NUWARA ELIYAS,Mahagastotte,PEK/PEKI,1600,295.44,40.36
20,2025-05-27/28,UDAPUSSELLAWAS,Kirklees,BOP,1100,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Kirklees,BOPSP,1060,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Liddesdale,BOPF/BOPFSp,870,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Brookside,BOPF/BOPFSp,850,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Ragalla,BOPF/BOPFSp,840,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Delmar,BOPF/BOPFSp,840,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,High Forest,BOPF/BOPFSp,840,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,840,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Maha Uva,FBOP/FBOP1,1550,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOPI,1500,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,1420,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1060,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Delmar,OP/OPA,1060,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Blairlomond,OP/OPA,1060,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Gampaha,OP/OPA,1060,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,High Forest,OP/OPA,1040,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Delmar,OP1,1440,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Maha Uva,OP1,1420,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Gonapitiya,PEK/PEKI,1280,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Blairlomond,PEK/PEKI,1240,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Maha Uva,PEK/PEKI,1240,295.44,32.64
20,2025-05-27/28,UDAPUSSELLAWAS,Delmar,PEK/PEK1,1220,295.44,32.64
20,2025-05-27/28,LOW GROWNS,Kings Bru,BOP,2450,295.44,53.92
20,2025-05-27/28,LOW GROWNS,New Spring View,BOPSP,2250,295.44,53.92
20,2025-05-27/28,LOW GROWNS,Kamarangapitiya,BOPSP,2000,295.44,53.92
20,2025-05-27/28,LOW GROWNS,Kings Bru,BOPF,1900,295.44,53.92
20,2025-05-27/28,LOW GROWNS,Rajjuruwatta Super,BOPFSp,2350,295.44,53.92
20,2025-05-27/28,LOW GROWNS,Pothotuwa,FBOP,2450,295.44,53.92
20,2025-05-27/28,LOW GROWNS,Adams View,FBOP,2400,295.44,53.92
20,2025-05-27/28,LOW GROWNS,Pothotuwa,FBOPF1,1750,295.44,53.92
20,2025-05-27/28,LOW GROWNS,New Batuwangala,FBOPFExSp,5450,295.44,53.92
20,2025-05-27/28,LOW GROWNS,Tea Bank,FBOPFExSp1,4900,295.44,53.92
20,2025-05-27/28,DUSTS,Holyrood,DUST1,1500,295.44,36.53
20,2025-05-27/28,OFF GRADES,Bogawantalawa,FGS/FGS1,1120,295.44,36.53
20,2025-05-27/28,OFF GRADES,Chandrika Estate,BM,1100,295.44,36.53
20,2025-05-27/28,OFF GRADES,Kurunduwatta,BM,1100,295.44,36.53
20,2025-05-27/28,OFF GRADES,Gunawardena,BM,1080,295.44,36.53
20,2025-05-27/28,OFF GRADES,Suwishka,BP,1320,295.44,36.53
20,2025-05-27/28,OFF GRADES,Chandrika Estate,BOPIA,1360,295.44,36.53
21,2025-06-03/04,WESTERN MEDIUM,Craighead,BOP,1750,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Craighead,BOPSp,1260,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Vellai Oya,BOPF/BOPFSP,1060,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Craighead,BOP1,2200,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Craighead,FBOP/FBOPI,2200,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Dartry Valley,FBOP/FBOPI,1900,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Harangalla,FBOP/FBOPI,1700,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Hindagala,FBOP/FBOPI,1700,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,1700,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Harangalla,FBOPF/FBOPFI,1600,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPF1,1600,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Ancoombra,FBOPF/FBOPFI,1600,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Pothotuwa,OP1,2850,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Dartry Valley,OP1,1600,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Pothotuwa,PEK/PEKI,2550,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Mulatiyana Hills,PEKI,2250,295.37,39.27
21,2025-06-03/04,WESTERN MEDIUM,Dampahala,PEKI,2250,295.37,39.27
21,2025-06-03/04,UVA MEDIUM,Halpewatte Uva,BOP,1320,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Tinioya,BOP,1320,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Hindagala,BOPSP,1380,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Dickwella,BOPF/BOPFSp,1460,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Ury,BOP1,1600,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Sarnia Plaiderie,FBOP/FBOPI,1700,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Shawlands,FBOP/FBOPI,1650,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Telbedde,FBOPF/FBOPF1,1650,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Orange Field,FBOP/FBOP,1600,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Ury,OP/OPA,1600,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Roseland Uva,FBOP/FBOPI,1600,295.37,29.74
21,2025-05-27/28,UVA MEDIUM,Sarnia Plaiderie,FBOPF/FBOPF1,1500,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Dickwella,OP/OPA,1180,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Misty-Uva,OP/OPA,1180,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Glen Alpin,OP/OPA,1320,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Wattegodde,OP/OPA,1180,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Shawlands,OP/OPA,1300,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Hindagala,OP/OPA,1300,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Telbedde,OP1,1550,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Wewesse,OP1,1460,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Ury,OP1,1460,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Glenloch,OP1,1650,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Uvakellie,BOP,1180,295.37,29.74
21,2025-06-03/04,UVA MEDIUM,Gonamotawa,BOPSP,1420,295.37,29.74
21,2025-06-03/04,UVA HIGH,Balagalaella,BOP,1460,295.37,16.5
21,2025-06-03/04,UVA HIGH,Glenanore,BOP,1340,295.37,16.5
21,2025-06-03/04,UVA HIGH,Craig,BOPSP,1320,295.37,16.5
21,2025-06-03/04,UVA HIGH,Uva Highlands,BOPSP,1380,295.37,16.5
21,2025-06-03/04,UVA HIGH,Gonamotawa,BOPSP,1080,295.37,16.5
21,2025-06-03/04,UVA HIGH,Spring Valley,BOPSP,1140,295.37,16.5
21,2025-06-03/04,UVA HIGH,Nayabedde,BOPF/BOPFSp,1180,295.37,16.5
21,2025-06-03/04,UVA HIGH,Gonamotawa,BOPI,2150,295.37,16.5
21,2025-06-03/04,UVA HIGH,Gonamotawa,FBOP/FBOPI,1700,295.37,16.5
21,2025-06-03/04,UVA HIGH,Ellathota Uva,FBOP/FBOP1,1600,295.37,16.5
21,2025-06-03/04,UVA HIGH,Aislaby,FBOP/FBOPI,1600,295.37,16.5
21,2025-06-03/04,UVA HIGH,Gonamotawa,FBOPF/FBOPF1,1400,295.37,16.5
21,2025-06-03/04,UVA HIGH,Mount Uva,FBOPF/FBOPF1,1400,295.37,16.5
21,2025-06-03/04,UVA HIGH,Aislaby,FBOPF/FBOPF1,1380,295.37,16.5
21,2025-06-03/04,UVA HIGH,Glenanore,FBOPF/FBOPF1,1420,295.37,16.5
21,2025-06-03/04,UVA HIGH,Craig,OP1,1460,295.37,16.5
21,2025-06-03/04,UVA HIGH,Mahadowa,PEK/PEKI,1600,295.37,16.5
21,2025-06-03/04,NUWARA ELIYAS,Glenanore,BOPSp,1040,295.37,40.36
21,2025-06-03/04,NUWARA ELIYAS,Court Lodge,OP/OPA,1080,295.37,40.36
21,2025-06-03/04,UDAPUSSELLAWAS,High Forest,BOP,880,295.37,32.64
21,2025-06-03/04,UDAPUSSELLAWAS,Kirklees,BOPSP,890,295.37,32.64
21,2025-06-03/04,UDAPUSSELLAWAS,Mooloya,BOPF/BOPFSp,880,295.37,32.64
21,2025-06-03/04,UDAPUSSELLAWAS,Delmar,FBOP/FBOPI,1420,295.37,32.64
21,2025-06-03/04,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPF1,1340,295.37,32.64
21,2025-06-03/04,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1220,295.37,32.64
21,2025-06-03/04,UDAPUSSELLAWAS,Delmar,OP1,1420,295.37,32.64
21,2025-06-03/04,LOW GROWNS,Lions,BOP,2300,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Lellopitiya Super,BOPSP,1900,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Sithaka,BOPF,1650,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Chandrika Estate,BOPF,1260,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Rajjuruwatta Super,BOPFSp,2300,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Palmgarden,BOPFSp,1550,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Sithaka,FBOP,2600,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Adams View,FBOP,2450,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Pothotuwa,FBOP,2400,295.37,53.92
21,2025-06-03/04,LOW GROWNS,New Falcon Lanka,FBOP1,2250,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Gunawardena,FBOP1,2200,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Dullie Ella,FBOP1,2150,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Stream Line,FBOPF,2450,295.37,53.92
21,2025-06-03/04,LOW GROWNS,New Laksakanda,FBOPF,1950,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Gunawardena,FBOPF,1850,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Pothotuwa,FBOPF1,1750,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Dampahala,OP1,3250,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Pothotuwa,OP1,2850,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Kiruwanaganga,OP1,2800,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Gunawardena,OP1,2800,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Bogoda Group,OP,1550,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Captain Garden,OP,1550,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Nilgiri,OP,1550,295.37,53.92
21,2025-06-03/04,LOW GROWNS,Miriswatta,OP,1550,295.37,53.92
21,2025-06-03/04,UNORTHODOX HIGH,Ulugedara CTC,PF1,1100,295.37,36.53
21,2025-06-03/04,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1100,295.37,36.53
21,2025-06-03/04,UNORTHODOX MEDIUM,Rothschild CТС,PF1,1100,295.37,36.53
21,2025-06-03/04,UNORTHODOX MEDIUM,New Peacock CTC,BP1,1220,295.37,36.53
21,2025-06-03/04,UNORTHODOX MEDIUM,Aultmore CTC,BPS,760,295.37,36.53
21,2025-06-03/04,UNORTHODOX LOW,Hingalgoda CTC,PF1,1550,295.37,36.53
21,2025-06-03/04,UNORTHODOX LOW,Ceciliyan CTC,BP1,1160,295.37,36.53
21,2025-06-03/04,UNORTHODOX LOW,Ross Feld CTC,BPS,740,295.37,36.53
21,2025-06-03/04,PREMIUM FLOWERY,Lumbini,FBOPFSp,4350,295.37,36.53
21,2025-06-03/04,PREMIUM FLOWERY,New Falcon Lanka,FBOPFExSp,4800,295.37,36.53
21,2025-06-03/04,PREMIUM FLOWERY,Kamarangapitiya,FBOPFExSp1,4600,295.37,36.53
21,2025-06-03/04,DUSTS,Great Western,DUST1,1700,295.37,36.53
21,2025-06-03/04,DUSTS,Hingalgoda CTC,PD,1420,295.37,36.53
21,2025-06-03/04,OFF GRADES,Clydesdale,FGS/FGS1,1160,295.37,36.53
21,2025-06-03/04,OFF GRADES,Liyonta CTC,PF,1040,295.37,36.53
21,2025-06-03/04,OFF GRADES,Wilehena,BM,1240,295.37,36.53
21,2025-06-03/04,OFF GRADES,Gunawardena,BM,1160,295.37,36.53
21,2025-06-03/04,OFF GRADES,Chandrika Estate,BM,1140,295.37,36.53
21,2025-06-03/04,OFF GRADES,Kosgahadola Ella,BM,1140,295.37,36.53
21,2025-06-03/04,OFF GRADES,Bogoda,BM,1140,295.37,36.53
21,2025-06-03/04,OFF GRADES,Arbour Valley,BP,1320,295.37,36.53
21,2025-06-03/04,OFF GRADES,Ransegoda,BP,1300,295.37,36.53
21,2025-06-03/04,OFF GRADES,Subhagya,BP,1280,295.37,36.53
21,2025-06-03/04,OFF GRADES,Aldora,BOPIA,1400,295.37,36.53
21,2025-06-03/04,OFF GRADES,Chandrika Estate,BOPIA,1400,295.37,36.53
22,2025-06-09/11,WESTERN MEDIUM,Harangalla,BOP,1700,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Dartry Valley,BOP,1550,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Doombagastalawa,BOP,1500,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Doombagastalawa,BOPSP,1460,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Craighead,BOPI,1700,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Dartry Valley,BOPI,1850,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Craighead,FBOP/FBOPI,1850,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Harangalla,FBOP/FBOPI,1600,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,1600,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Harangalla,FBOPF/FBOPF1,1600,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Ancoombra,FBOPF/FBOPF1,1550,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Rilagala,OP/OPA,1460,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Harangalla,OP1,1500,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Craighead,PEK/PEK1,1650,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Pupuressa,PEK/PEKI,1650,294.99,39.27
22,2025-06-09/11,WESTERN MEDIUM,Dartry Valley,PEK/PEKI,1600,294.99,39.27
22,2025-06-09/11,UVA MEDIUM,Demodera 'S',BOP,1440,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Hindagala,BOPSP,1400,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Uva Samovar,BOPSP,1360,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Dickwella,BOPF/BOPFSp,1550,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Dickwella,BOP1,1600,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Demodera 'S',BOP1,1550,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Sarnia Plaiderie,FBOP/FBOP1,1700,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Roseland Uva,FBOP/FBOPI,1600,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Dickwella,FBOPF/FBOPF1,1600,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Sarnia Plaiderie,OP/OPA,1340,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Misty-Uva,OP/OPA,1300,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Dickwella,OP1,1600,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Adawatte,OP1,1600,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Dickwella,PEK/PEKI,1500,294.99,29.74
22,2025-06-09/11,UVA MEDIUM,Glen Alpin,PEK/PEKI,1600,294.99,29.74
22,2025-06-09/11,UVA HIGH,Nayabedde,BOP,1220,294.99,16.5
22,2025-06-09/11,UVA HIGH,Spring Valley,BOPSp,1260,294.99,16.5
22,2025-06-09/11,UVA HIGH,Bandaraeliya,BOPF/BOPFSp,1140,294.99,16.5
22,2025-06-09/11,UVA HIGH,Gonamotawa,BOPI,1380,294.99,16.5
22,2025-06-09/11,UVA HIGH,Gonamotawa,FBOP/FBOPI,1550,294.99,16.5
22,2025-06-09/11,UVA HIGH,Glenanore,FBOP/FBOPI,1420,294.99,16.5
22,2025-06-09/11,UVA HIGH,Gonamotawa,FBOPF/FBOPF1,1400,294.99,16.5
22,2025-06-09/11,UVA HIGH,Spring Valley,OP/OPA,1460,294.99,16.5
22,2025-06-09/11,UVA HIGH,Ranaya,OP1,1600,294.99,16.5
