Sale no,Date,Region,Estate,Grade,Price (Rs/kg),Exchange Rate (LKR/USD),Rainfall
14,2025-04-07/08,WESTERN HIGH,Bambarakelly,OP/OPA,1180,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Venture,OP1,1440,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Sarnia Plaiderie,PEK/PEKI,1550,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Ingestre,PEK/PEKI,1460,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Great Western,PEK/PEK1,1460,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Norwood,PEK/PEKI,1420,293.44,34.34
14,2025-04-07/08,WESTERN HIGH,Somerset,PEK/PEKI,1420,293.44,34.34
14,2025-04-07/08,NUWARA ELIYAS,Misty-Uva,BOP,1550,293.44,40.36
14,2025-04-07/08,NUWARA ELIYAS,Lovers Leap,BOPSP,1340,293.44,40.36
14,2025-04-07/08,NUWARA ELIYAS,Lovers Leap,BOPF/BOPFSP,1480,293.44,40.36
14,2025-04-07/08,NUWARA ELIYAS,Mahagastotte,FBOP/FBOPI,1480,293.44,40.36
14,2025-04-07/08,NUWARA ELIYAS,Lovers Leap,FBOP/FBOPI,1460,293.44,40.36
14,2025-04-07/08,NUWARA ELIYAS,Kenmare,OP/OPA,1180,293.44,40.36
14,2025-04-07/08,NUWARA ELIYAS,Lovers Leap,PEK/PEKI,1600,293.44,40.36
14,2025-04-07/08,NUWARA ELIYAS,Court Lodge,PEK/PEK1,1600,293.44,40.36
14,2025-04-07/08,UVA HIGH,Nayabedde,BOP,1040,293.44,16.5
14,2025-04-07/08,UVA HIGH,Spring Valley,BOPSp,1020,293.44,16.5
14,2025-04-07/08,UVA HIGH,Bandaraeliya,BOPF/BOPFSp,1140,293.44,16.5
14,2025-04-07/08,UVA HIGH,Nayabedde,BOPF/BOPFSp,1440,293.44,16.5
14,2025-04-07/08,UVA HIGH,Uva Highlands,BOP1,1380,293.44,16.5
14,2025-04-07/08,UVA HIGH,Glenanore,FBOP/FBOPI,1420,293.44,16.5
14,2025-04-07/08,UVA HIGH,Aislaby,FBOP/FBOΡΙ,1550,293.44,16.5
14,2025-04-07/08,UVA HIGH,Gonamotawa,PEK/PEK1,1500,293.44,16.5
14,2025-04-07/08,UDAPUSSELLAWAS,Kirklees,BOP,1220,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Kirklees,BOPSP,1260,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Luckyland,BOPF/BOPFSP,1180,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Maha Uva,BOPI,1180,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOPI,1460,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Delmar,FBOP/FBOPI,1380,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,1320,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPFI,1280,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Blairlomond,OP/OPA,1280,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1260,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Delmar,OP1,1460,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Maha Uva,PEK/PEKI,1550,293.44,32.64
14,2025-04-07/08,UDAPUSSELLAWAS,Blairlomond,PEK/PEK1,1480,293.44,32.64
14,2025-04-07/08,LOW GROWNS,Golden Garden,BOP,1900,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Lions,BOP,1900,293.44,53.92
14,2025-04-07/08,LOW GROWNS,New Batuwangala,BOPSP,1460,293.44,53.92
14,2025-04-07/08,LOW GROWNS,KDU Super,BOPSP,1460,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Kings Bru,BOPSP,1440,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Mahaliyadda,BOPSP,1440,293.44,53.92
14,2025-04-07/08,LOW GROWNS,New Nivithigala,BOPSP,1440,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Stream Line,BOPSP,1440,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Palmgarden,BOPSP,1420,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Sithaka,BOPF,1420,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Rajjuruwatta Super,BOPFSp,1600,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Sithaka,FBOP,2400,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Mulatiyana Hills,FBOP,2350,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Pothotuwa,FBOP,2100,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Rilagala,FBOP,2100,293.44,53.92
14,2025-04-07/08,LOW GROWNS,New Batuwangala,FBOP,2100,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Ceyenta,FBOP,2100,293.44,53.92
14,2025-04-07/08,LOW GROWNS,New Vithanakande,FBOP1,1950,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Kolonna Super,FBOP1,1950,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Kurupanawa Smallholders,FBOP1,1850,293.44,53.92
14,2025-04-07/08,LOW GROWNS,New Rothschild,FBOP1,1800,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Kumudu,FBOP1,1800,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Sandalie,FBOPF/FBOPF1,1800,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Richiland,FBOPF,2250,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Cooroondoowatte,FBOPF1,1600,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Kenilworth,FBOPF1,1600,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Kolonna Super,FBOPF1,1600,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Sithaka,FBOPF1,1600,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Dellawa,FBOPF1,1550,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Hidellana,FBOPF1,1550,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Makandura,FBOPF1,1550,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Fortune,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Dullie Ella,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,New Vithanakande,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Nilrich,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Lions,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Garden Leaf,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Meezan,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Hedigalla,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Haughton,FBOPF1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Pothotuwa,BOPI,3000,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Susantha,OP1,1500,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Pothotuwa,OP1,1400,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Green Lanka,OP,1340,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Liyonta,OPA,1440,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Lumbini,PEK,1400,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Pasgoda Smallholders,PEK,1380,293.44,53.92
14,2025-04-07/08,LOW GROWNS,Hidellana,PEKI,1380,293.44,53.92
14,2025-04-07/08,LOW GROWNS,New Batuwangala,PEKI,1700,293.44,53.92
14,2025-04-07/08,UNORTHODOX HIGH,Dunsinane CTC,PF1,1180,293.44,36.53
14,2025-04-07/08,UNORTHODOX HIGH,Ulugedara CTC,PF1,1180,293.44,36.53
14,2025-04-07/08,UNORTHODOX MEDIUM,New Rothschild CTC,PF1,1200,293.44,36.53
14,2025-04-07/08,UNORTHODOX MEDIUM,Delta CTC,BP1,940,293.44,36.53
14,2025-04-07/08,UNORTHODOX MEDIUM,Aultmore CTC,BPS,940,293.44,36.53
14,2025-04-07/08,UNORTHODOX LOW,Hingalgoda CTC,PF1,1500,293.44,36.53
14,2025-04-07/08,UNORTHODOX LOW,Ceciliyan CTC,BP1,1060,293.44,36.53
14,2025-04-07/08,PREMIUM FLOWERY,Kurunduwatta,FBOPFSP,4550,293.44,36.53
14,2025-04-07/08,PREMIUM FLOWERY,New Batuwangala,FBOPFEXSP,5100,293.44,36.53
14,2025-04-07/08,PREMIUM FLOWERY,Lions,FBOPFEXSP,5050,293.44,36.53
14,2025-04-07/08,PREMIUM FLOWERY,Fortune,FBOPFEXSP,4850,293.44,36.53
14,2025-04-07/08,PREMIUM FLOWERY,Kendalanda,FBOPFEXSP1,4050,293.44,36.53
14,2025-04-07/08,DUSTS,Mattakelle,DUST1,1600,293.44,36.53
14,2025-04-07/08,DUSTS,Ceciliyan CTC,PD,1440,293.44,36.53
14,2025-04-07/08,OFF GRADES,Wanarajah,FGS/FGS1,1200,293.44,36.53
14,2025-04-07/08,OFF GRADES,Liyonta CTC,PF,960,293.44,36.53
14,2025-04-07/08,OFF GRADES,Hidellana,BM,1040,293.44,36.53
14,2025-04-07/08,OFF GRADES,Delmar,BM,980,293.44,36.53
14,2025-04-07/08,OFF GRADES,Chandrika Estate,BM,980,293.44,36.53
14,2025-04-07/08,OFF GRADES,New Deniyaya,BP,1280,293.44,36.53
14,2025-04-07/08,OFF GRADES,Suwishka,BP,1280,293.44,36.53
14,2025-04-07/08,OFF GRADES,Kiruwanaganga,BP,1220,293.44,36.53
14,2025-04-07/08,OFF GRADES,Handugala,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Suduwelipothahena,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Himara,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Andaradeniya Super,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Seranya Super,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Renukanda,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Susantha,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Allen Valley,BOPIA,1000,293.44,36.53
14,2025-04-07/08,OFF GRADES,Lanka,BOPIA,1000,293.44,36.53
15,2025-04-22/23,WESTERN MEDIUM,Harangalla,BOP,1550,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Pothotuwa,BOP,3000,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Rilagala,BOPSp,1440,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Morawakkorale,BOPF/BOPFSp,1200,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Vellai Oya,BOPF/BOPFSp,1600,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Harangalla,BOP1,2050,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Dartry Valley,BOPI,2050,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Harangalla,FBOP/FBOPI,1950,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Dartry Valley,FBOP/FBOPI,1950,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,New Rothschild,FBOP/FBOPI,1950,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Ancoombra,FBOPF/FBOPF1,1600,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPFI,1550,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Hatale,FBOPF/FBOPF1,1550,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Sunrise,FBOPF/FBOPF1,1500,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Craighead,OP1,1700,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Cooroondoowatte,PEK/PEKI,1700,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Harangalla,PEK/PEKI,1700,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Dartry Valley,PEK/PEKI,1700,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Hatale,PEK/PEKI,1700,295.1,39.27
15,2025-04-22/23,WESTERN MEDIUM,Pothotuwa,OP1,3200,295.1,39.27
15,2025-04-22/23,WESTERN HIGH,Great Western,BOP,2750,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Dessford,BOP,2150,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Wattegodde,BOP,2100,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Robgill,BOPSP,1900,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Holyrood,BOPSP,1650,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Robgill,BOPF/BOPFSp,1650,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Gouravilla,BOPF/BOPFSp,1600,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Wattegodde,BOPF/BOPFSp,1600,295.1,36.53
15,2025-04-22/23,WESTERN HIGH,Great Western,BOPF/BOPFSp,1600,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Torrington,BOPI,1500,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Inverness,FBOP/FBOPI,1550,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Bambarakelly,FBOP/FBOPI,1550,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Queensberry,FBOP/FBOPI,1480,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Torrington,FBOP/FBOΡΙ,1440,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Inverness,FBOPF/FBOPF1,1460,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Torrington,OP/OPA,1320,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Venture,OP/OPA,1320,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Venture,OP1,1480,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Annfield,PEK/PEK1,1550,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Frotoft Super,PEK/PEKI,1550,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Wattegodde,PEK/PEK1,1480,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Mattakelle,PEK/PEKI,1480,295.1,34.34
15,2025-04-22/23,WESTERN HIGH,Great Western,PEK/PEKI,1440,295.1,34.34
15,2025-04-22/23,NUWARA ELIYAS,Kenmare,BOP,980,295.1,40.36
15,2025-04-22/23,NUWARA ELIYAS,Lovers Leap,BOPF/BOPFSp,1500,295.1,40.36
15,2025-04-22/23,NUWARA ELIYAS,Mahagastotte,BOPF/BOPFSP,1380,295.1,40.36
15,2025-04-22/23,NUWARA ELIYAS,Court Lodge,BOPF/BOPFSp,1340,295.1,40.36
15,2025-04-22/23,NUWARA ELIYAS,Kenmare,FBOP/FBOP1,1320,295.1,40.36
15,2025-04-22/23,NUWARA ELIYAS,Kenmare,OP/OPA,1200,295.1,40.36
15,2025-04-22/23,NUWARA ELIYAS,Lovers Leap,PEK/PEKI,1650,295.1,40.36
15,2025-04-22/23,NUWARA ELIYAS,Court Lodge,PEK/PEK1,1650,295.1,40.36
15,2025-04-22/23,UDAPUSSELLAWAS,Kirklees,BOP,960,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Delmar,BOPSP,1000,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Luckyland,BOPF/BOPFSp,1140,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Blairlomond,BOPI,1240,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Maha Uva,BOPI,1180,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOPI,1460,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Delmar,FBOP/FBOPI,1380,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,1320,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPFI,1280,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Blairlomond,OP/OPA,1200,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1260,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Delmar,OP1,1480,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Maha Uva,PEK/PEKI,1400,295.1,32.64
15,2025-04-22/23,UDAPUSSELLAWAS,Blairlomond,PEK/PEK1,1400,295.1,32.64
15,2025-04-22/23,LOW GROWNS,Mahaliyadda,BOP,1650,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Stream Line,BOPSP,2100,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Kanarangapitiya,BOPSP,1550,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Ganganee,BOPSP,1550,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Hidellana,BOPF,1500,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Greenwin Super,BOPFSp,1800,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Mulatiyana Hills,FBOP,2500,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Hedigalla,FBOP,2450,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Adams View,FBOP,2350,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Cecilivan,FBOP1,2300,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Wattahena,FBOP1,2100,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Dullie Ella,FBOP1,1950,295.1,53.92
15,2025-04-22/23,LOW GROWNS,New Laksakanda,FBOPF,2050,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Hidellana,FBOPF,2000,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Sithaka,FBOPF,2000,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Richiland,FBOPF,2000,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Gunawardena,FBOPF,1950,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Kiruwanaganga,FBOPF1,1750,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Pothotuwa,FBOPF1,1700,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Dellawa,FBOPF1,1650,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Adams View,FBOPF1,1650,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Fairyland,FBOPF1,1650,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Ransegoda,FBOPF1,1650,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Sithaka,FBOPF1,1650,295.1,53.92
15,2025-04-22/23,LOW GROWNS,Pothotuwa,BOP1,3000,295.1,53.92
15,2025-04-22/23,UNORTHODOX HIGH,Dunsinane CTC,PF1,1200,295.1,36.53
15,2025-04-22/23,UNORTHODOX HIGH,Ulugedara CTC,PF1,1200,295.1,36.53
15,2025-04-22/23,UNORTHODOX HIGH,Mount Vernon CTC,BPS,920,295.1,36.53
15,2025-04-22/23,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1200,295.1,36.53
15,2025-04-22/23,UNORTHODOX MEDIUM,Strathdon CTC,PF1,1200,295.1,36.53
15,2025-04-22/23,UNORTHODOX MEDIUM,New Peacock CTC,BP1,1220,295.1,36.53
15,2025-04-22/23,UNORTHODOX MEDIUM,Strathdon CTC,BPS,1020,295.1,36.53
15,2025-04-22/23,UNORTHODOX LOW,Hingalgoda CTC,PF1,1600,295.1,36.53
15,2025-04-22/23,UNORTHODOX LOW,Ceciliyan CTC,BP1,1120,295.1,36.53
15,2025-04-22/23,UNORTHODOX LOW,Lantern Hill CTC,BPS,960,295.1,36.53
15,2025-04-22/23,PREMIUM FLOWERY,Samwin,FBOPFSP,4450,295.1,36.53
15,2025-04-22/23,PREMIUM FLOWERY,Wikiliya,FBOPFSP,4350,295.1,36.53
15,2025-04-22/23,PREMIUM FLOWERY,Greenwin Super,FBOPFSP,4350,295.1,36.53
15,2025-04-22/23,PREMIUM FLOWERY,Rathmalgoda Super,FBOPFEXSP,5700,295.1,36.53
15,2025-04-22/23,PREMIUM FLOWERY,Tea Bank,FBOPFEXSP1,4500,295.1,36.53
15,2025-04-22/23,DUSTS,Mattakelle,DUST1,1650,295.1,36.53
15,2025-04-22/23,DUSTS,Ceciliyan CTC,PD,1460,295.1,36.53
15,2025-04-22/23,DUSTS,Hingalgoda CTC,PD,1460,295.1,36.53
15,2025-04-22/23,OFF GRADES,Wanarajah,FGS/FGS1,1160,295.1,36.53
15,2025-04-22/23,OFF GRADES,Agra Ouvah,FGS/FGS,1160,295.1,36.53
15,2025-04-22/23,OFF GRADES,Holyrood,FGS/FGS1,1140,295.1,36.53
15,2025-04-22/23,OFF GRADES,Somerset,FGS/FGS1,1140,295.1,36.53
15,2025-04-22/23,OFF GRADES,Eildon Hall,FGS/FGS1,1140,295.1,36.53
15,2025-04-22/23,OFF GRADES,Albion,FGS/FGS1,1140,295.1,36.53
15,2025-04-22/23,OFF GRADES,Dessford,FGS/FGSI,1140,295.1,36.53
15,2025-04-22/23,OFF GRADES,Clydesdale,FGS/FGSI,1120,295.1,36.53
15,2025-04-22/23,OFF GRADES,Liyonta CTC,PF,1000,295.1,36.53
15,2025-04-22/23,OFF GRADES,Hidellana,BM,1080,295.1,36.53
15,2025-04-22/23,OFF GRADES,Gunawardena,BM,1080,295.1,36.53
15,2025-04-22/23,OFF GRADES,Sineth,BM,1080,295.1,36.53
15,2025-04-22/23,OFF GRADES,Aldora,BM,1040,295.1,36.53
15,2025-04-22/23,OFF GRADES,Suwishka,BP,1340,295.1,36.53
15,2025-04-22/23,OFF GRADES,Chandrika Estate,BOPIA,1280,295.1,36.53
15,2025-04-22/23,OFF GRADES,Aldora,BOPIA,1220,295.1,36.53
16,2025-04-28/29,WESTERN MEDIUM,Craighead,BOP,1600,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Ancoombra,BOPSP,1380,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Rilagala,BOPSP,1240,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Doombagastalawa,BOPSP,1240,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Uplands,BOPF/BOPFSP,1380,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Craighead,BOPI,2100,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Dartry Valley,BOPI,2050,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Craighead,FBOP/FBOPI,1950,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Doombagastalawa,FBOP/FBOPI,1950,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Harangalla,FBOP/FBOPI,1950,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Dartry Valley,FBOP/FBOPI,1850,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,New Rothschild,FBOP/FBOPI,1850,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Windsorforest,FBOP/FBOPI,1650,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Craighead,FBOPF/FBOPFI,1650,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Harangalla,FBOPF/FBOPF1,1650,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPFI,1650,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Ancoombra,FBOPF/FBOPF1,1650,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Doombagastalawa,FBOPF/FBOPFI,1550,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Ingurugala,OP/OPA,1360,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Craighead,OP/OPA,1300,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Harangalla,OP1,1500,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,New Baddegama Super,OP1,1500,295.39,39.27
16,2025-04-28/29,WESTERN MEDIUM,Uplands,PEK/PEKI,2250,295.39,39.27
16,2025-04-28/29,UVA MEDIUM,Roseland Uva,BOP,1440,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Dickwella,BOPSP,1260,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Haputale Super,BOPSP,1260,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Uva Samovar,BOPSP,1220,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Hindagala,BOPSP,1220,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Glen Alpin,BOPF/BOPFSp,1440,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Dickwella,BOP1,1800,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,El Teb,BOP1,1550,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Dickwella,FBOP/FBOPI,1750,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Misty-Uva,FBOP/FBOPI,1650,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Sarnia Plaiderie,FBOPF/FBOPF1,1550,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Dickwella,OP/OPA,1340,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Wewesse,OP/OPA,1340,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Sarnia Plaiderie,OP/OPA,1320,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Misty-Uva,OP/OPA,1300,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Dickwella,OP1,1550,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Roseland Uva,PEK/PEKI,1600,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Glen Alpin,PEK/PEKI,1550,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Rathkelle-Uva,PEK/PEKI,1550,295.39,29.74
16,2025-04-28/29,UVA MEDIUM,Dickwella,PEK/PEKI,1500,295.39,29.74
16,2025-04-28/29,UVA HIGH,Nayabedde,BOP,1240,295.39,16.5
16,2025-04-28/29,UVA HIGH,Spring Valley,BOPSP,1380,295.39,16.5
16,2025-04-28/29,UVA HIGH,Nayabedde,BOPF/BOPFSp,1080,295.39,16.5
16,2025-04-28/29,UVA HIGH,Bandaraeliya,BOPF/BOPFSp,1080,295.39,16.5
16,2025-04-28/29,UVA HIGH,Kelliebedde,BOPF/BOPFSp,1000,295.39,16.5
16,2025-04-28/29,UVA HIGH,Pitaratmalie,BOPF/BOPFSp,1000,295.39,16.5
16,2025-04-28/29,UVA HIGH,Uva Highlands,BOPI,1550,295.39,16.5
16,2025-04-28/29,UVA HIGH,Gonamotawa,FBOP/FBOPI,1650,295.39,16.5
16,2025-04-28/29,UVA HIGH,Uva Highlands,FBOPF/FBOPF1,1500,295.39,16.5
16,2025-04-28/29,UVA HIGH,Ellathota Uva,FBOPF/FBOPFI,1480,295.39,16.5
16,2025-04-28/29,UVA HIGH,Spring Valley,OP/OPA,1360,295.39,16.5
16,2025-04-28/29,UVA HIGH,Ranaya,OP1,1600,295.39,16.5
16,2025-04-28/29,UVA HIGH,Craig,PEK/PEKI,1550,295.39,16.5
16,2025-04-28/29,UDAPUSSELLAWAS,Luckyland,BOP,900,295.39,32.64
16,2025-04-28/29,UDAPUSSELLAWAS,Kirklees,BOP,900,295.39,32.64
